0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,-1.13628765,0,0,0,0,0,
1.13628765,0,0.2274247,0,0,0,0,
0,-0.2274247,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,3.19565215,0,
0,0,3.19565215,0,0,0,0,
0,-3.19565215,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
-3.19565215,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0.11287625,4.7742475,0,0,0,0,
-0.11287625,0,0,0,0,0,0,
-4.7742475,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,8.74414715,0,0,0,0,
0,0,6.24414715,0,0,0,0,
-8.74414715,-6.24414715,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,10.8394649,0,0,0,0,
0,0,10.8394649,0,0,0,0,
-10.8394649,-10.8394649,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,14.86622075,0,0,0,0,
0,0,14.86622075,0,0,0,0,
-14.86622075,-14.86622075,0,0,0,0,-0.47300695,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0.47300695,0,0,0,0,
0,0,0,14.09197325,0,0,0,
0,0,11.37540865,7.7165646,0,0,0,
0,-11.37540865,0,0,0,-0.83246405,-5.39734135,
-14.09197325,-7.7165646,0,0,-3.87571555,0,0,
0,0,0,3.87571555,0,0,0,
0,0,0.83246405,0,0,0,0,
0,0,5.39734135,0,0,0,0,
0,0,16.930602,0,0,0,0,
0,0,8.35788805,13.57271395,0,0,0,
-16.930602,-8.35788805,0,0,0,0,0,
0,-13.57271395,0,0,-4.3848376,-5.5623885,0,
0,0,0,4.3848376,0,0,0,
0,0,0,5.5623885,0,0,0,
0,0,0,0,0,0,0,
0,0,16.8801392,0.2026367,0,0,0,
0,0,0,22.0827759,0,0,0,
-16.8801392,0,0,0,-8.80372285,0,0,
-0.2026367,-22.0827759,0,0,0,0,0,
0,0,8.80372285,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,20.2909699,0,0,0,0,
0,0,1.4250624,21.3659075,0,0,0,
-20.2909699,-1.4250624,0,0,-3.554859,0,0,
0,-21.3659075,0,0,0,0,0,
0,0,3.554859,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,21.9495487,2.69091955,0,0,0,
0,0,0,19.64046825,0,0,0,
-21.9495487,0,0,0,-2.72292225,0,0,
-2.69091955,-19.64046825,0,0,0,0,0,
0,0,2.72292225,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,24.68729095,0,0,0,0,
0,0,0.27047065,19.2858662,0,0,0,
-24.68729095,-0.27047065,0,0,0,0,0,
0,-19.2858662,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,24.26562915,0,0,0,0,
0,0,0,18.88973995,0,0,0,
-24.26562915,0,0,0,0,0,0,
0,-18.88973995,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,23.25407815,0,0,0,0,
0,0,0,22.40196225,0,0,0,
-23.25407815,0,0,0,0,0,0,
0,-22.40196225,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,23.12672805,0,0,0,0,
0,0,0.8229394,22.34261245,0,0,0,
-23.12672805,-0.8229394,0,0,0,0,0,
0,-22.34261245,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,21.8076923,0,0,0,
0,0,16.8076923,0,0,0,0,
0,-16.8076923,0,0,-2.8443866,0,-4.6785574,
-21.8076923,0,0,0,0,0,-0.06215975,
0,0,2.8443866,0,0,0,0,
0,0,0,0,0,0,0,
0,0,4.6785574,0.06215975,0,0,0,
0,0,8.6142461,11.1390984,0,0,0,
0,0,14.7533445,0,0,0,0,
-8.6142461,-14.7533445,0,0,0,0,0,
-11.1390984,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,-0.7961525,
0,0,0,0,0,0.7961525,0,
0,0,13.0438707,4.43271795,0,0,0,
0,0,12.47658865,0,0,0,0,
-13.0438707,-12.47658865,0,0,0,0,0,
-4.43271795,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,14.8603679,0,0,0,0,
0,0,9.8603679,0,0,0,0,
-14.8603679,-9.8603679,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,11.89882945,
0,0,11.89882945,0,0,0,0,
0,-11.89882945,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
-11.89882945,0,0,0,0,0,0,
0,0,0,7.7901338,0,0,0,
0,0,7.7901338,0,0,0,0,
0,-7.7901338,0,0,0,0,0,
-7.7901338,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,3.97408025,
0,0,3.97408025,0,0,0,0,
0,-3.97408025,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
-3.97408025,0,0,0,0,0,0,
0,0,0,0,0,0,1.2408027,
0,0,1.2408027,0,0,0,0,
0,-1.2408027,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
-1.2408027,0,0,0,0,0,0,
0,0,0,0,0,0.08779265,0,
0,0,0.08779265,0,0,0,0,
0,-0.08779265,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
-0.08779265,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
0,0,0,0,0,0,0,
